FID,Id,class,site_code,class_ID
5967,0,EVERGREEN SHRUBS,SCHAR,3
5968,0,DECIDUOUS SHRUBS,SCHAR,2
5969,0,GRAMINOIDS,SCHAR,5
5970,0,GRAMINOIDS,SCHAR,5
5971,0,NON VEGETATED,SCHAR,7
5972,0,EVERGREEN SHRUBS,SCHAR,3
5973,0,NON VEGETATED,SCHAR,7
5974,0,LICHENS,SCHAR,6
5975,0,LICHENS,SCHAR,6
5976,0,DECIDUOUS SHRUBS,SCHAR,2
5977,0,EVERGREEN SHRUBS,SCHAR,3
5978,0,EVERGREEN SHRUBS,SCHAR,3
5979,0,EVERGREEN SHRUBS,SCHAR,3
5980,0,DECIDUOUS SHRUBS,SCHAR,2
5981,0,EVERGREEN SHRUBS,SCHAR,3
5982,0,DECIDUOUS SHRUBS,SCHAR,2
5983,0,EVERGREEN SHRUBS,SCHAR,3
5984,0,EVERGREEN SHRUBS,SCHAR,3
5985,0,NON VEGETATED,SCHAR,7
5986,0,LICHENS,SCHAR,6
5987,0,EVERGREEN SHRUBS,SCHAR,3
5988,0,LICHENS,SCHAR,6
5989,0,EVERGREEN SHRUBS,SCHAR,3
5990,0,EVERGREEN SHRUBS,SCHAR,3
5991,0,GRAMINOIDS,SCHAR,5
5992,0,DECIDUOUS SHRUBS,SCHAR,2
5993,0,EVERGREEN SHRUBS,SCHAR,3
5994,0,NON VEGETATED,SCHAR,7
5995,0,GRAMINOIDS,SCHAR,5
5996,0,DECIDUOUS SHRUBS,SCHAR,2
5997,0,BRYOPHYTES,SCHAR,1
5998,0,NON VEGETATED,SCHAR,7
5999,0,NON VEGETATED,SCHAR,7
6000,0,EVERGREEN SHRUBS,SCHAR,3
6001,0,GRAMINOIDS,SCHAR,5
6002,0,EVERGREEN SHRUBS,SCHAR,3
6003,0,EVERGREEN SHRUBS,SCHAR,3
6004,0,DECIDUOUS SHRUBS,SCHAR,2
6005,0,GRAMINOIDS,SCHAR,5
6006,0,EVERGREEN SHRUBS,SCHAR,3
6007,0,EVERGREEN SHRUBS,SCHAR,3
6008,0,NON VEGETATED,SCHAR,7
6009,0,LICHENS,SCHAR,6
6010,0,EVERGREEN SHRUBS,SCHAR,3
6011,0,LICHENS,SCHAR,6
6012,0,EVERGREEN SHRUBS,SCHAR,3
6013,0,EVERGREEN SHRUBS,SCHAR,3
6014,0,EVERGREEN SHRUBS,SCHAR,3
6015,0,NON VEGETATED,SCHAR,7
6016,0,EVERGREEN SHRUBS,SCHAR,3
6017,0,BRYOPHYTES,SCHAR,1
6018,0,GRAMINOIDS,SCHAR,5
6019,0,NON VEGETATED,SCHAR,7
6020,0,LICHENS,SCHAR,6
6021,0,NON VEGETATED,SCHAR,7
6022,0,GRAMINOIDS,SCHAR,5
6023,0,EVERGREEN SHRUBS,SCHAR,3
6024,0,NON VEGETATED,SCHAR,7
6025,0,NON VEGETATED,SCHAR,7
6026,0,GRAMINOIDS,SEELA,5
6027,0,GRAMINOIDS,SEELA,5
6028,0,GRAMINOIDS,SEELA,5
6029,0,NON VEGETATED,SEELA,7
6030,0,NON VEGETATED,SEELA,7
6031,0,GRAMINOIDS,SEELA,5
6032,0,GRAMINOIDS,SEELA,5
6033,0,BRYOPHYTES,SEELA,1
6034,0,BRYOPHYTES,SEELA,1
6035,0,BRYOPHYTES,SEELA,1
6036,0,BRYOPHYTES,SEELA,1
6037,0,BRYOPHYTES,SEELA,1
6038,0,BRYOPHYTES,SEELA,1
6039,0,LICHENS,SEELA,6
6040,0,DECIDUOUS SHRUBS,SEELA,2
6041,0,DECIDUOUS SHRUBS,SEELA,2
6042,0,EVERGREEN SHRUBS,SEELA,3
6043,0,DECIDUOUS SHRUBS,SEELA,2
6044,0,NON VEGETATED,SEELA,7
6045,0,GRAMINOIDS,SEELA,5
6046,0,GRAMINOIDS,SEELA,5
6047,0,EVERGREEN SHRUBS,SEELA,3
6048,0,EVERGREEN SHRUBS,SEELA,3
6049,0,DECIDUOUS SHRUBS,SEELA,2
6050,0,EVERGREEN SHRUBS,SEELA,3
6051,0,BRYOPHYTES,SEELA,1
6052,0,BRYOPHYTES,SEELA,1
6053,0,EVERGREEN SHRUBS,SEELA,3
6054,0,EVERGREEN SHRUBS,SEELA,3
6055,0,NON VEGETATED,SEELA,7
6056,0,NON VEGETATED,SEELA,7
6057,0,GRAMINOIDS,SEELA,5
6058,0,BRYOPHYTES,SEELA,1
6059,0,EVERGREEN SHRUBS,SEELA,3
6060,0,NON VEGETATED,SEELA,7
6061,0,EVERGREEN SHRUBS,SEELA,3
6062,0,BRYOPHYTES,SEELA,1
6063,0,BRYOPHYTES,SEELA,1
6064,0,BRYOPHYTES,SEELA,1
6065,0,GRAMINOIDS,SEELA,5
6066,0,EVERGREEN SHRUBS,SEELA,3
6067,0,BRYOPHYTES,SEELA,1
6068,0,EVERGREEN SHRUBS,SEELA,3
6069,0,GRAMINOIDS,SEELA,5
6070,0,BRYOPHYTES,SEELA,1
6071,0,GRAMINOIDS,SEELA,5
6072,0,EVERGREEN SHRUBS,SEELA,3
6073,0,EVERGREEN SHRUBS,SEELA,3
6074,0,GRAMINOIDS,SEELA,5
6075,0,NON VEGETATED,SEELA,7
6076,0,GRAMINOIDS,SEELA,5
6077,0,NON VEGETATED,SEELA,7
6078,0,BRYOPHYTES,SEELA,1
6079,0,NON VEGETATED,SEELA,7
6080,0,BRYOPHYTES,SEELA,1
6081,0,BRYOPHYTES,SEELA,1
6082,0,EVERGREEN SHRUBS,SEELA,3
6083,0,NON VEGETATED,SEELA,7
6084,0,GRAMINOIDS,SEELA,5
6085,0,BRYOPHYTES,SEELA,1
6086,0,EVERGREEN SHRUBS,SEELA,3
6087,0,FORBS,SEELA,4
6088,0,BRYOPHYTES,SEELA,1
6089,0,BRYOPHYTES,SEELA,1
6090,0,EVERGREEN SHRUBS,SEELA,3
6091,0,NON VEGETATED,SEELA,7
6092,0,EVERGREEN SHRUBS,SEELA,3
6093,0,EVERGREEN SHRUBS,SEELA,3
6094,0,EVERGREEN SHRUBS,SEELA,3
6095,0,NON VEGETATED,SEELA,7
6096,0,NON VEGETATED,SEELA,7
6097,0,NON VEGETATED,SEELA,7
6098,0,NON VEGETATED,SEELA,7
6099,0,BRYOPHYTES,SEELA,1
6100,0,EVERGREEN SHRUBS,SEELA,3
6101,0,FORBS,SEELA,4
6102,0,GRAMINOIDS,SEELA,5
6103,0,NON VEGETATED,SEELA,7
6104,0,GRAMINOIDS,SEELA,5
6105,0,GRAMINOIDS,SEELA,5
6106,0,BRYOPHYTES,SEELA,1
6107,0,DECIDUOUS SHRUBS,SEELA,2
6108,0,FORBS,SEELA,4
6109,0,FORBS,SEELA,4
6110,0,FORBS,SEELA,4
6111,0,GRAMINOIDS,SEELA,5
6112,0,EVERGREEN SHRUBS,SEELA,3
6113,0,EVERGREEN SHRUBS,SEELA,3
6114,0,LICHENS,SEELA,6
6115,0,NON VEGETATED,SEELA,7
6116,0,DECIDUOUS SHRUBS,SEELA,2
6117,0,EVERGREEN SHRUBS,SEELA,3
6118,0,EVERGREEN SHRUBS,SEELA,3
6119,0,NON VEGETATED,SEELA,7
6120,0,EVERGREEN SHRUBS,SEELA,3
6121,0,NON VEGETATED,SEELA,7
6122,0,NON VEGETATED,SEELA,7
6123,0,BRYOPHYTES,SEELA,1
6124,0,DECIDUOUS SHRUBS,SEELA,2
6125,0,DECIDUOUS SHRUBS,SEELA,2
6126,0,FORBS,SEELA,4
6127,0,NON VEGETATED,SEELA,7
6128,0,BRYOPHYTES,SEELA,1
6129,0,LICHENS,SEELA,6
6130,0,EVERGREEN SHRUBS,SEELA,3
6131,0,NON VEGETATED,SEELA,7
6132,0,FORBS,SEELA,4
6133,0,BRYOPHYTES,SEELA,1
6134,0,DECIDUOUS SHRUBS,SEELA,2
6135,0,LICHENS,SEELA,6
6136,0,EVERGREEN SHRUBS,SEELA,3
6137,0,DECIDUOUS SHRUBS,SEELA,2
6138,0,NON VEGETATED,SEELA,7
6139,0,NON VEGETATED,SEELA,7
6140,0,NON VEGETATED,SEELA,7
6141,0,NON VEGETATED,SEELA,7
6142,0,EVERGREEN SHRUBS,SEELA,3
6143,0,BRYOPHYTES,SEELA,1
6144,0,EVERGREEN SHRUBS,SEELA,3
6145,0,NON VEGETATED,SEELA,7
6146,0,LICHENS,SEELA,6
6147,0,LICHENS,SEELA,6
6148,0,EVERGREEN SHRUBS,SEELA,3
6149,0,LICHENS,SEELA,6
6150,0,BRYOPHYTES,SEELA,1
6151,0,LICHENS,SEELA,6
6152,0,NON VEGETATED,SEELA,7
6153,0,LICHENS,SEELA,6
6154,0,EVERGREEN SHRUBS,SEELA,3
6155,0,LICHENS,SEELA,6
6156,0,LICHENS,SEELA,6
6157,0,LICHENS,SEELA,6
6158,0,NON VEGETATED,SEELA,7
6159,0,BRYOPHYTES,SEELA,1
6160,0,NON VEGETATED,SEELA,7
6161,0,FORBS,SEELA,4
6162,0,NON VEGETATED,SEELA,7
6163,0,BRYOPHYTES,SEELA,1
6164,0,EVERGREEN SHRUBS,SEELA,3
6165,0,NON VEGETATED,SEELA,7
6166,0,BRYOPHYTES,SEELA,1
6167,0,BRYOPHYTES,SEELA,1
6168,0,NON VEGETATED,SEELA,7
6169,0,BRYOPHYTES,SEELA,1
6170,0,EVERGREEN SHRUBS,SEELA,3
6171,0,EVERGREEN SHRUBS,SEELA,3
6172,0,NON VEGETATED,SEELA,7
6173,0,LICHENS,SEELA,6
6174,0,LICHENS,SEELA,6
6175,0,LICHENS,SEELA,6
6176,0,NON VEGETATED,SEELA,7
6177,0,NON VEGETATED,SEELA,7
6178,0,BRYOPHYTES,SEELA,1
6179,0,DECIDUOUS SHRUBS,SEELA,2
6180,0,LICHENS,SEELA,6
6181,0,EVERGREEN SHRUBS,SEELA,3
6182,0,NON VEGETATED,SEELA,7
6183,0,DECIDUOUS SHRUBS,SEELA,2
6184,0,FORBS,SEELA,4
6185,0,BRYOPHYTES,SEELA,1
6186,0,GRAMINOIDS,SEELA,5
6187,0,GRAMINOIDS,SEELA,5
6188,0,BRYOPHYTES,SEELA,1
6189,0,BRYOPHYTES,SEELA,1
6190,0,NON VEGETATED,SEELA,7
6191,0,NON VEGETATED,SEELA,7
6192,0,GRAMINOIDS,SEELA,5
6193,0,EVERGREEN SHRUBS,SEELA,3
6194,0,NON VEGETATED,SEELA,7
6195,0,BRYOPHYTES,SEELA,1
6196,0,DECIDUOUS SHRUBS,SEELA,2
6197,0,DECIDUOUS SHRUBS,SEELA,2
6198,0,DECIDUOUS SHRUBS,SEELA,2
6199,0,DECIDUOUS SHRUBS,SEELA,2
6200,0,DECIDUOUS SHRUBS,SEELA,2
6201,0,EVERGREEN SHRUBS,SEELA,3
6202,0,GRAMINOIDS,SEELA,5
6203,0,NON VEGETATED,SEELA,7
6204,0,GRAMINOIDS,SEELA,5
6205,0,BRYOPHYTES,SEELA,1
6206,0,NON VEGETATED,SEELA,7
6207,0,BRYOPHYTES,SEELA,1
6208,0,DECIDUOUS SHRUBS,SEELA,2
6209,0,DECIDUOUS SHRUBS,SEELA,2
6210,0,NON VEGETATED,SEELA,7
6211,0,NON VEGETATED,SEELA,7
6212,0,EVERGREEN SHRUBS,SEELA,3
6213,0,BRYOPHYTES,SEELA,1
6214,0,EVERGREEN SHRUBS,SEELA,3
6215,0,LICHENS,SEELA,6
6216,0,GRAMINOIDS,SEELA,5
6217,0,FORBS,SEELA,4
6218,0,EVERGREEN SHRUBS,SEELA,3
6219,0,EVERGREEN SHRUBS,SEELA,3
6220,0,EVERGREEN SHRUBS,SEELA,3
6221,0,BRYOPHYTES,SEELA,1
6222,0,NON VEGETATED,SEELA,7
6223,0,EVERGREEN SHRUBS,SEELA,3
6224,0,NON VEGETATED,SEELA,7
6225,0,LICHENS,SEELA,6
6226,0,BRYOPHYTES,SEELA,1
6227,0,EVERGREEN SHRUBS,SEELA,3
6228,0,EVERGREEN SHRUBS,SEELA,3
6229,0,LICHENS,SEELA,6
6230,0,NON VEGETATED,SEELA,7
6231,0,NON VEGETATED,SEELA,7
6232,0,NON VEGETATED,SEELA,7
6233,0,NON VEGETATED,SEELA,7
6234,0,TREES,SEELA,9
6235,0,NON VEGETATED,SEELA,7
6236,0,GRAMINOIDS,SEELA,5
6237,0,NON VEGETATED,SEELA,7
6238,0,NON VEGETATED,SEELA,7
6239,0,DECIDUOUS SHRUBS,SEELA,2
6240,0,DECIDUOUS SHRUBS,SEELA,2
6241,0,DECIDUOUS SHRUBS,SEELA,2
6242,0,NON VEGETATED,SEELA,7
6243,0,DECIDUOUS SHRUBS,SEELA,2
6244,0,DECIDUOUS SHRUBS,SEELA,2
6245,0,DECIDUOUS SHRUBS,SEELA,2
6246,0,NON VEGETATED,SIXTYMILE,7
6247,0,NON VEGETATED,SIXTYMILE,7
6248,0,EVERGREEN SHRUBS,SIXTYMILE,3
6249,0,EVERGREEN SHRUBS,SIXTYMILE,3
6250,0,DECIDUOUS SHRUBS,SIXTYMILE,2
6251,0,GRAMINOIDS,SIXTYMILE,5
6252,0,GRAMINOIDS,SIXTYMILE,5
6253,0,DECIDUOUS SHRUBS,SIXTYMILE,2
6254,0,NON VEGETATED,SIXTYMILE,7
6255,0,TREES,SIXTYMILE,9
6256,0,TREES,SIXTYMILE,9
6257,0,NON VEGETATED,SIXTYMILE,7
6258,0,NON VEGETATED,SIXTYMILE,7
6259,0,BRYOPHYTES,SIXTYMILE,1
6260,0,DECIDUOUS SHRUBS,SIXTYMILE,2
6261,0,DECIDUOUS SHRUBS,SIXTYMILE,2
6262,0,EVERGREEN SHRUBS,SIXTYMILE,3
6263,0,LICHENS,SIXTYMILE,6
6264,0,BRYOPHYTES,SIXTYMILE,1
6265,0,EVERGREEN SHRUBS,SIXTYMILE,3
6266,0,EVERGREEN SHRUBS,SIXTYMILE,3
6267,0,LICHENS,SIXTYMILE,6
6268,0,NON VEGETATED,SIXTYMILE,7
6269,0,DECIDUOUS SHRUBS,SIXTYMILE,2
6270,0,DECIDUOUS SHRUBS,SIXTYMILE,2
6271,0,EVERGREEN SHRUBS,SIXTYMILE,3
6272,0,EVERGREEN SHRUBS,SIXTYMILE,3
6273,0,EVERGREEN SHRUBS,SIXTYMILE,3
6274,0,LICHENS,SIXTYMILE,6
6275,0,DECIDUOUS SHRUBS,SIXTYMILE,2
6276,0,DECIDUOUS SHRUBS,SIXTYMILE,2
6277,0,NON VEGETATED,SIXTYMILE,7
6278,0,NON VEGETATED,SIXTYMILE,7
6279,0,BRYOPHYTES,SIXTYMILE,1
6280,0,BRYOPHYTES,SIXTYMILE,1
6281,0,EVERGREEN SHRUBS,SIXTYMILE,3
6282,0,DECIDUOUS SHRUBS,SIXTYMILE,2
6283,0,DECIDUOUS SHRUBS,SIXTYMILE,2
6284,0,NON VEGETATED,SIXTYMILE,7
6285,0,LICHENS,SIXTYMILE,6
6286,0,LICHENS,SIXTYMILE,6
6287,0,LICHENS,SIXTYMILE,6
6288,0,EVERGREEN SHRUBS,SIXTYMILE,3
6289,0,NON VEGETATED,SIXTYMILE,7
6290,0,EVERGREEN SHRUBS,SIXTYMILE,3
6291,0,NON VEGETATED,SIXTYMILE,7
6292,0,BRYOPHYTES,SIXTYMILE,1
6293,0,DECIDUOUS SHRUBS,SIXTYMILE,2
6294,0,NON VEGETATED,SIXTYMILE,7
6295,0,NON VEGETATED,SIXTYMILE,7
6296,0,DECIDUOUS SHRUBS,SIXTYMILE,2
6297,0,FORBS,SIXTYMILE,4
6298,0,DECIDUOUS SHRUBS,SIXTYMILE,2
6299,0,DECIDUOUS SHRUBS,SIXTYMILE,2
6300,0,EVERGREEN SHRUBS,SIXTYMILE,3
6301,0,LICHENS,SIXTYMILE,6
6302,0,BRYOPHYTES,SIXTYMILE,1
6303,0,EVERGREEN SHRUBS,SIXTYMILE,3
6304,0,DECIDUOUS SHRUBS,SIXTYMILE,2
6305,0,DECIDUOUS SHRUBS,SIXTYMILE,2
6306,0,DECIDUOUS SHRUBS,SIXTYMILE,2
6307,0,NON VEGETATED,SNOWFENCE,7
6308,0,NON VEGETATED,SNOWFENCE,7
6309,0,NON VEGETATED,SNOWFENCE,7
6310,0,NON VEGETATED,SNOWFENCE,7
6311,0,NON VEGETATED,SNOWFENCE,7
6312,0,NON VEGETATED,SNOWFENCE,7
6313,0,NON VEGETATED,SNOWFENCE,7
6314,0,NON VEGETATED,SNOWFENCE,7
6315,0,NON VEGETATED,SNOWFENCE,7
6316,0,NON VEGETATED,SNOWFENCE,7
6317,0,NON VEGETATED,SNOWFENCE,7
6318,0,NON VEGETATED,SNOWFENCE,7
6319,0,NON VEGETATED,SNOWFENCE,7
6320,0,DECIDUOUS SHRUBS,SNOWFENCE,2
6321,0,DECIDUOUS SHRUBS,SNOWFENCE,2
6322,0,DECIDUOUS SHRUBS,SNOWFENCE,2
6323,0,DECIDUOUS SHRUBS,SNOWFENCE,2
6324,0,DECIDUOUS SHRUBS,SNOWFENCE,2
6325,0,DECIDUOUS SHRUBS,SNOWFENCE,2
6326,0,NON VEGETATED,SNOWFENCE,7
6327,0,NON VEGETATED,SNOWFENCE,7
6328,0,NON VEGETATED,SNOWFENCE,7
6329,0,NON VEGETATED,SNOWFENCE,7
6330,0,NON VEGETATED,SNOWFENCE,7
6331,0,NON VEGETATED,SNOWFENCE,7
6332,0,NON VEGETATED,SNOWFENCE,7
6333,0,NON VEGETATED,SNOWFENCE,7
6334,0,NON VEGETATED,SNOWFENCE,7
6335,0,LICHENS,SNOWFENCE,6
6336,0,LICHENS,SNOWFENCE,6
6337,0,LICHENS,SNOWFENCE,6
6338,0,LICHENS,SNOWFENCE,6
6339,0,DECIDUOUS SHRUBS,SNOWFENCE,2
6340,0,DECIDUOUS SHRUBS,SNOWFENCE,2
6341,0,EVERGREEN SHRUBS,SNOWFENCE,3
6342,0,EVERGREEN SHRUBS,SNOWFENCE,3
6343,0,EVERGREEN SHRUBS,SNOWFENCE,3
6344,0,EVERGREEN SHRUBS,SNOWFENCE,3
6345,0,EVERGREEN SHRUBS,SNOWFENCE,3
6346,0,EVERGREEN SHRUBS,SNOWFENCE,3
6347,0,LICHENS,SNOWFENCE,6
6348,0,LICHENS,SNOWFENCE,6
6349,0,LICHENS,SNOWFENCE,6
6350,0,LICHENS,SNOWFENCE,6
6351,0,LICHENS,SNOWFENCE,6
6352,0,NON VEGETATED,SNOWFENCE,7
6353,0,NON VEGETATED,SNOWFENCE,7
6354,0,NON VEGETATED,SNOWFENCE,7
6355,0,LICHENS,SNOWFENCE,6
6356,0,LICHENS,SNOWFENCE,6
6357,0,LICHENS,SNOWFENCE,6
6358,0,NON VEGETATED,SNOWFENCE,7
6359,0,NON VEGETATED,SNOWFENCE,7
6360,0,NON VEGETATED,SNOWFENCE,7
6361,0,GRAMINOIDS,SNOWFENCE,5
6362,0,DECIDUOUS SHRUBS,SNOWFENCE,2
6363,0,DECIDUOUS SHRUBS,SNOWFENCE,2
6364,0,DECIDUOUS SHRUBS,SNOWFENCE,2
6365,0,DECIDUOUS SHRUBS,SNOWFENCE,2
6366,0,DECIDUOUS SHRUBS,SNOWFENCE,2
6367,0,LICHENS,SNOWFENCE,6
6368,0,LICHENS,SNOWFENCE,6
6369,0,LICHENS,SNOWFENCE,6
6370,0,DECIDUOUS SHRUBS,SNOWFENCE,2
6371,0,DECIDUOUS SHRUBS,SNOWFENCE,2
6372,0,DECIDUOUS SHRUBS,SNOWFENCE,2
6373,0,DECIDUOUS SHRUBS,SNOWFENCE,2
6374,0,DECIDUOUS SHRUBS,SNOWFENCE,2
6375,0,NON VEGETATED,SNOWFENCE,7
6376,0,NON VEGETATED,SNOWFENCE,7
6377,0,NON VEGETATED,SNOWFENCE,7
6378,0,EVERGREEN SHRUBS,SNOWFENCE,3
6379,0,EVERGREEN SHRUBS,SNOWFENCE,3
6380,0,NON VEGETATED,SNOWFENCE,7
6381,0,DECIDUOUS SHRUBS,SNOWFENCE,2
6382,0,DECIDUOUS SHRUBS,SNOWFENCE,2
6383,0,EVERGREEN SHRUBS,SNOWFENCE,3
6384,0,EVERGREEN SHRUBS,SNOWFENCE,3
6385,0,EVERGREEN SHRUBS,SNOWFENCE,3
6386,0,NON VEGETATED,SNOWFENCE,7
6387,0,NON VEGETATED,SNOWFENCE,7
6388,0,NON VEGETATED,SNOWFENCE,7
6389,0,NON VEGETATED,SNOWFENCE,7
6390,0,NON VEGETATED,SNOWFENCE,7
6391,0,NON VEGETATED,SNOWFENCE,7
6392,0,LICHENS,SNOWFENCE,6
6393,0,LICHENS,SNOWFENCE,6
6394,0,LICHENS,SNOWFENCE,6
6395,0,LICHENS,SNOWFENCE,6
6396,0,LICHENS,SNOWFENCE,6
6397,0,DECIDUOUS SHRUBS,SNOWFENCE,2
6398,0,DECIDUOUS SHRUBS,SNOWFENCE,2
6399,0,NON VEGETATED,SNOWFENCE,7
6400,0,DECIDUOUS SHRUBS,SNOWFENCE,2
6401,0,EVERGREEN SHRUBS,SNOWFENCE,3
6402,0,EVERGREEN SHRUBS,SNOWFENCE,3
6403,0,EVERGREEN SHRUBS,SNOWFENCE,3
6404,0,EVERGREEN SHRUBS,SNOWFENCE,3
6405,0,NON VEGETATED,SNOWFENCE,7
6406,0,NON VEGETATED,SNOWFENCE,7
6407,0,NON VEGETATED,SNOWFENCE,7
6408,0,NON VEGETATED,SNOWFENCE,7
6409,0,NON VEGETATED,SNOWFENCE,7
6410,0,NON VEGETATED,SNOWFENCE,7
6411,0,NON VEGETATED,SNOWFENCE,7
6412,0,NON VEGETATED,SNOWFENCE,7
6413,0,NON VEGETATED,SNOWFENCE,7
6414,0,NON VEGETATED,SNOWFENCE,7
6415,0,EVERGREEN SHRUBS,SNOWFENCE,3
6416,0,NON VEGETATED,SNOWFENCE,7
6417,0,NON VEGETATED,SNOWFENCE,7
6418,0,NON VEGETATED,SNOWFENCE,7
6419,0,NON VEGETATED,SNOWFENCE,7
6420,0,NON VEGETATED,SNOWFENCE,7
6421,0,NON VEGETATED,SNOWFENCE,7
6422,0,LICHENS,SNOWFENCE,6
6423,0,LICHENS,SNOWFENCE,6
6424,0,LICHENS,SNOWFENCE,6
6425,0,NON VEGETATED,SNOWFENCE,7
6426,0,NON VEGETATED,SNOWFENCE,7
6427,0,LICHENS,SNOWFENCE,6
6428,0,LICHENS,SNOWFENCE,6
6429,0,NON VEGETATED,SNOWFENCE,7
6430,0,LICHENS,SNOWFENCE,6
6431,0,LICHENS,SNOWFENCE,6
6432,0,LICHENS,SNOWFENCE,6
6433,0,DECIDUOUS SHRUBS,SNOWFENCE,2
6434,0,DECIDUOUS SHRUBS,SNOWFENCE,2
6435,0,DECIDUOUS SHRUBS,SNOWFENCE,2
6436,0,DECIDUOUS SHRUBS,SNOWFENCE,2
6437,0,DECIDUOUS SHRUBS,SNOWFENCE,2
6438,0,DECIDUOUS SHRUBS,SNOWFENCE,2
6439,0,DECIDUOUS SHRUBS,SNOWFENCE,2
6440,0,NON VEGETATED,SNOWFENCE,7
6441,0,LICHENS,SNOWFENCE,6
6442,0,LICHENS,SNOWFENCE,6
6443,0,LICHENS,SNOWFENCE,6
6444,0,LICHENS,SNOWFENCE,6
6445,0,LICHENS,SNOWFENCE,6
6446,0,NON VEGETATED,SNOWFENCE,7
6447,0,DECIDUOUS SHRUBS,SNOWFENCE,2
6448,0,DECIDUOUS SHRUBS,SNOWFENCE,2
6449,0,NON VEGETATED,SNOWFENCE,7
6450,0,NON VEGETATED,SNOWFENCE,7
6451,0,DECIDUOUS SHRUBS,SNOWFENCE,2
6452,0,DECIDUOUS SHRUBS,SNOWFENCE,2
6453,0,EVERGREEN SHRUBS,SNOWFENCE,3
6454,0,EVERGREEN SHRUBS,SNOWFENCE,3
6455,0,EVERGREEN SHRUBS,SNOWFENCE,3
6456,0,NON VEGETATED,SNOWFENCE,7
6457,0,NON VEGETATED,SNOWFENCE,7
6458,0,EVERGREEN SHRUBS,SNOWFENCE,3
6459,0,DECIDUOUS SHRUBS,SNOWFENCE,2
6460,0,EVERGREEN SHRUBS,SNOWFENCE,3
6461,0,NON VEGETATED,SNOWFENCE,7
6462,0,NON VEGETATED,SNOWFENCE,7
6463,0,NON VEGETATED,SNOWFENCE,7
6464,0,EVERGREEN SHRUBS,SNOWFENCE,3
6465,0,EVERGREEN SHRUBS,SNOWFENCE,3
6466,0,EVERGREEN SHRUBS,SNOWFENCE,3
6467,0,NON VEGETATED,SNOWFENCE,7
6468,0,EVERGREEN SHRUBS,SNOWFENCE,3
6469,0,NON VEGETATED,SNOWFENCE,7
6470,0,NON VEGETATED,SNOWFENCE,7
6471,0,NON VEGETATED,SNOWFENCE,7
6472,0,NON VEGETATED,SNOWFENCE,7
6473,0,NON VEGETATED,SNOWFENCE,7
6474,0,NON VEGETATED,SNOWFENCE,7
6475,0,NON VEGETATED,SNOWFENCE,7
6476,0,EVERGREEN SHRUBS,SNOWFENCE,3
6477,0,NON VEGETATED,SNOWFENCE,7
6478,0,FORBS,SNOWFENCE,4
6479,0,NON VEGETATED,SNOWFENCE,7
6480,0,NON VEGETATED,SNOWFENCE,7
6481,0,NON VEGETATED,SNOWFENCE,7
6482,0,EVERGREEN SHRUBS,SNOWFENCE,3
6483,0,EVERGREEN SHRUBS,SNOWFENCE,3
6484,0,EVERGREEN SHRUBS,SNOWFENCE,3
6485,0,EVERGREEN SHRUBS,SNOWFENCE,3
6486,0,EVERGREEN SHRUBS,SNOWFENCE,3
6487,0,EVERGREEN SHRUBS,SNOWFENCE,3
6488,0,LICHENS,SNOWFENCE,6
6489,0,LICHENS,SNOWFENCE,6
6490,0,LICHENS,SNOWFENCE,6
6491,0,BRYOPHYTES,SNOWFENCE,1
6492,0,BRYOPHYTES,SNOWFENCE,1
6493,0,BRYOPHYTES,SNOWFENCE,1
6494,0,LICHENS,SNOWFENCE,6
6495,0,LICHENS,SNOWFENCE,6
6496,0,DECIDUOUS SHRUBS,SNOWFENCE,2
6497,0,DECIDUOUS SHRUBS,SNOWFENCE,2
6498,0,DECIDUOUS SHRUBS,SNOWFENCE,2
6499,0,DECIDUOUS SHRUBS,SNOWFENCE,2
6500,0,DECIDUOUS SHRUBS,SNOWFENCE,2
6501,0,DECIDUOUS SHRUBS,SNOWFENCE,2
6502,0,DECIDUOUS SHRUBS,SNOWFENCE,2
6503,0,DECIDUOUS SHRUBS,SNOWFENCE,2
6504,0,LICHENS,SNOWFENCE,6
6505,0,LICHENS,SNOWFENCE,6
6506,0,LICHENS,SNOWFENCE,6
6507,0,LICHENS,SNOWFENCE,6
6508,0,LICHENS,SNOWFENCE,6
6509,0,NON VEGETATED,SNOWFENCE,7
6510,0,DECIDUOUS SHRUBS,SNOWFENCE,2
6511,0,DECIDUOUS SHRUBS,SNOWFENCE,2
6512,0,DECIDUOUS SHRUBS,SNOWFENCE,2
6513,0,DECIDUOUS SHRUBS,SNOWFENCE,2
6514,0,DECIDUOUS SHRUBS,SNOWFENCE,2
6515,0,EVERGREEN SHRUBS,SNOWFENCE,3
6516,0,EVERGREEN SHRUBS,SNOWFENCE,3
6517,0,NON VEGETATED,SNOWFENCE,7
6518,0,NON VEGETATED,SNOWFENCE,7
6519,0,NON VEGETATED,SNOWFENCE,7
6520,0,NON VEGETATED,SNOWFENCE,7
6521,0,NON VEGETATED,SNOWFENCE,7
6522,0,NON VEGETATED,SNOWFENCE,7
6523,0,NON VEGETATED,SNOWFENCE,7
6524,0,NON VEGETATED,SNOWFENCE,7
6525,0,NON VEGETATED,SNOWFENCE,7
6526,0,EVERGREEN SHRUBS,SNOWFENCE,3
6527,0,EVERGREEN SHRUBS,SNOWFENCE,3
6528,0,EVERGREEN SHRUBS,SNOWFENCE,3
