"site_code","quadrat_num","PFT","weight_observed","cover_observed","cover_predicted","quad_label","weight_predicted_ci","weight_predicted","weight_predicted_lwr","weight_predicted_upr"
"PINNELL","70m","DECIDUOUS SHRUBS",69.369,"37","46.57","PINNELL 70m",26.72549576,74.18481907,60.98204129,88.86609912
"PINNELL","70m","EVERGREEN SHRUBS",7.123,"8","18.2","PINNELL 70m",9.070890442,18.46219776,15.2646887,24.18829426
"PINNELL","70m","FORBS",0,"0","0.64","PINNELL 70m",0.175157484,0.26361,0.184686769,0.359844249
"PINNELL","70m","GRAMINOIDS",2.185,"10","6.83","PINNELL 70m",1.457898222,3.389911037,2.899637513,4.422607015
"PINNELL","70m","LICHENS",69.223,"37","11.71","PINNELL 70m",18.56548078,32.14449318,23.43423518,40.44739828
"PINNELL","90m","DECIDUOUS SHRUBS",0,"0","1.93","PINNELL 90m",0.524043443,1.202138458,1.009435274,1.590308916
"PINNELL","90m","EVERGREEN SHRUBS",33.756,"43","53.57","PINNELL 90m",16.42452776,36.32398318,27.15136711,44.98485331
"PINNELL","90m","FORBS",0.127,"0.02","0.42","PINNELL 90m",0.043461841,0.093670018,0.073199466,0.116661303
"PINNELL","90m","GRAMINOIDS",0.209,"1.01","14.53","PINNELL 90m",3.826902559,7.856063629,5.758053556,9.241438487
"PINNELL","90m","LICHENS",42.876,"33","22.09","PINNELL 90m",19.41698577,33.27315673,25.65183283,43.50331413
"PORCUPINECREEK","10m","DECIDUOUS SHRUBS",42.284,"60","28.13","PORCUPINECREEK 10m",8.763708326,15.93688121,11.96353331,20.09123725
"PORCUPINECREEK","10m","EVERGREEN SHRUBS",10.071,"15","38.02","PORCUPINECREEK 10m",14.56842049,25.51145055,19.46384606,33.1739947
"PORCUPINECREEK","10m","GRAMINOIDS",4.182,"12","18.23","PORCUPINECREEK 10m",2.059845291,4.807587583,3.730116838,6.261679661
"PORCUPINECREEK","10m","LICHENS",15.356,"12.01","8.43","PORCUPINECREEK 10m",6.216242155,7.203061623,3.808502672,10.92840029
"PORCUPINECREEK","30m","DECIDUOUS SHRUBS",70.604,"42","63.1","PORCUPINECREEK 30m",58.35662189,110.6330164,83.44910963,141.4970989
"PORCUPINECREEK","30m","EVERGREEN SHRUBS",101.454,"35","26.78","PORCUPINECREEK 30m",20.50543205,38.98741653,28.61005989,50.00742356
"PORCUPINECREEK","30m","GRAMINOIDS",2.342,"8.01","3.06","PORCUPINECREEK 30m",1.142853981,2.387435548,2.184239764,3.572646748
"PORCUPINECREEK","30m","LICHENS",5.05,"6.02","2.35","PORCUPINECREEK 30m",3.864190266,4.541384786,3.110385232,6.344553873
"PORCUPINECREEK","50m","DECIDUOUS SHRUBS",20.533,"28","12.42","PORCUPINECREEK 50m",4.787402623,8.481967427,6.462014271,11.67168459
"PORCUPINECREEK","50m","EVERGREEN SHRUBS",18.582,"41","37.56","PORCUPINECREEK 50m",16.27644485,30.84094879,22.88635491,38.0126747
"PORCUPINECREEK","50m","GRAMINOIDS",3.498,"13","16.98","PORCUPINECREEK 50m",3.072253226,5.789979545,4.311942797,7.304907541
"PORCUPINECREEK","50m","LICHENS",5.559,"8.04","6.39","PORCUPINECREEK 50m",3.280218443,3.916032589,2.397747164,5.729364729
"PORCUPINECREEK","70m","DECIDUOUS SHRUBS",20.138,"34","29.98","PORCUPINECREEK 70m",15.1522129,28.14320177,21.86155538,34.64373451
"PORCUPINECREEK","70m","EVERGREEN SHRUBS",15.602,"22","35.7","PORCUPINECREEK 70m",15.48898868,31.76868105,23.62146666,41.68037182
"PORCUPINECREEK","70m","GRAMINOIDS",4.849,"20","29.67","PORCUPINECREEK 70m",3.398417726,6.900500698,5.794457048,9.238971533
"PORCUPINECREEK","70m","LICHENS",0,"0","0.89","PORCUPINECREEK 70m",0.533124723,0.68704915,0.183925822,0.436780587
"PORCUPINECREEK","90m","DECIDUOUS SHRUBS",17.443,"38","20.32","PORCUPINECREEK 90m",6.076019121,11.55325031,9.085564123,14.4815427
"PORCUPINECREEK","90m","EVERGREEN SHRUBS",11.902,"22","39.53","PORCUPINECREEK 90m",15.31020241,29.81866133,22.89342074,39.01787996
"PORCUPINECREEK","90m","FORBS",0.038,"0","0.13","PORCUPINECREEK 90m",0.056744777,0.105951808,0,0.136223629
"PORCUPINECREEK","90m","GRAMINOIDS",2.885,"14","25.91","PORCUPINECREEK 90m",2.368822491,6.515088485,5.226020565,7.258372756
"PORCUPINECREEK","90m","LICHENS",6.921,"12","9.01","PORCUPINECREEK 90m",10.63372176,10.69415037,5.716904696,16.59729421
"PRINDLE","10m","DECIDUOUS SHRUBS",0,"1","0.42","PRINDLE 10m",0.275501642,0.61660561,0.129746914,0.172920793
"PRINDLE","10m","EVERGREEN SHRUBS",58.33,"42","49.08","PRINDLE 10m",11.62349362,39.94952848,34.3100966,45.03268711
"PRINDLE","10m","FORBS",1.6,"4","0.52","PRINDLE 10m",0.097554844,0.323427538,0.276684177,0.374239014
"PRINDLE","10m","GRAMINOIDS",0.81,"5","1.02","PRINDLE 10m",0.01097286,0.03806348,0.032775244,0.043748102
"PRINDLE","10m","LICHENS",46.16,"36","17.91","PRINDLE 10m",11.55249542,28.4122708,23.60095574,36.68243408
"PRINDLE","30m","FORBS",1.2,"5","0.35","PRINDLE 30m",0.031003569,0.032631192,0.003161747,0.049974047
"PRINDLE","30m","GRAMINOIDS",2.22,"10","35.76","PRINDLE 30m",5.297300438,15.72672777,13.93328733,16.85674139
"PRINDLE","30m","LICHENS",102.02,"38","24.04","PRINDLE 30m",21.42281051,53.94501577,41.91652579,64.34824133
"PRINDLE","50m","DECIDUOUS SHRUBS",0,"3","1.54","PRINDLE 50m",0.287720617,0.788372128,0.814875625,1.298133986
"PRINDLE","50m","EVERGREEN SHRUBS",37.81,"32","59.15","PRINDLE 50m",25.76314229,88.61251946,77.3736803,102.3695362
"PRINDLE","50m","FORBS",3.77,"2","0.82","PRINDLE 50m",0.177409314,0.186722927,0.031617463,0.083290078
"PRINDLE","50m","GRAMINOIDS",0.99,"4","11.27","PRINDLE 50m",0.785648764,3.935812625,2.391288828,6.333555114
"PRINDLE","50m","LICHENS",51.61,"28","18.51","PRINDLE 50m",30.26946229,74.30157024,59.90315373,87.52990189
"PRINDLE","70m","DECIDUOUS SHRUBS",0,"4","1.79","PRINDLE 70m",0.336083388,1.218898529,1.020079035,1.436222076
"PRINDLE","70m","EVERGREEN SHRUBS",21.96,"8","31.2","PRINDLE 70m",13.1850963,41.7902903,37.14275532,47.47654665
"PRINDLE","70m","FORBS",7.53,"16","0.62","PRINDLE 70m",0.09456151,0.047269303,0.309113469,0.072392039
"PRINDLE","70m","GRAMINOIDS",1.07,"4","19.33","PRINDLE 70m",6.716300303,18.367505,13.69940212,20.77996098
"PRINDLE","70m","LICHENS",68.95,"25","21.05","PRINDLE 70m",16.0695104,42.78420061,34.48545108,52.3119227
"PRINDLE","90m","DECIDUOUS SHRUBS",0,"0","1.84","PRINDLE 90m",0.731567696,2.594644709,2.15627634,2.684913725
"PRINDLE","90m","EVERGREEN SHRUBS",24.91,"25","54.08","PRINDLE 90m",34.18008496,117.0348883,100.3676161,135.1364843
"PRINDLE","90m","FORBS",0.68,"4","3.36","PRINDLE 90m",1.039431515,1.480019409,1.013359448,1.899502363
"PRINDLE","90m","GRAMINOIDS",2.96,"12","29.34","PRINDLE 90m",10.91203954,28.50912479,29.663467,38.29555333
"PRINDLE","90m","LICHENS",51.62,"39","10.73","PRINDLE 90m",26.42841215,69.50626564,50.87567218,79.35147357
"QUARTZ02","10m","EVERGREEN SHRUBS",78.01,"45","20.72","QUARTZ02 10m",8.602651499,21.14055507,15.21366687,22.56819004
"QUARTZ02","10m","GRAMINOIDS",0,"2","7.54","QUARTZ02 10m",1.114151017,2.684946194,1.858557733,3.233730995
"QUARTZ02","10m","LICHENS",74.99,"41","50.62","QUARTZ02 10m",65.2924154,98.9062999,69.58386702,135.4962909
"QUARTZ02","30m","FORBS",0,"0","0.09","QUARTZ02 30m",0,0.110850595,0,0
"QUARTZ02","30m","GRAMINOIDS",0.27,"3","9.47","QUARTZ02 30m",4.3140444,8.502160017,4.585496252,11.61591865
"QUARTZ02","30m","LICHENS",176.17,"70","60.71","QUARTZ02 30m",106.6027468,165.4115427,115.2977994,218.6552597
"QUARTZ02","50m","GRAMINOIDS",0.53,"2","35.73","QUARTZ02 50m",3.965590418,7.832848399,6.67885495,10.82846729
"QUARTZ02","50m","LICHENS",108.32,"42","26.02","QUARTZ02 50m",24.35874604,37.30940559,25.22777462,49.81612668
"QUARTZ02","70m","DECIDUOUS SHRUBS",0,"0","0.26","QUARTZ02 70m",0.074039519,0.180861503,0.183345418,0.27649191
"QUARTZ02","70m","EVERGREEN SHRUBS",24.31,"16","20.07","QUARTZ02 70m",9.493716128,21.49736403,16.69926739,26.36717535
"QUARTZ02","70m","FORBS",1.69,"6","0.35","QUARTZ02 70m",0.230524004,0.192529991,0.188096926,0.233954698
"QUARTZ02","70m","GRAMINOIDS",2.79,"6","6.65","QUARTZ02 70m",1.901848824,3.882986462,2.474135152,5.557968501
"QUARTZ02","70m","LICHENS",148.05,"65","52.91","QUARTZ02 70m",62.63153399,98.92569839,68.78578632,133.1388683
"QUARTZ02","90m","LICHENS",18.32,"15","39.2","QUARTZ02 90m",26.38711369,40.8630061,29.1372387,54.36137816
"SCHAR","10m","DECIDUOUS SHRUBS",57.63,"47.5","49.25","SCHAR 10m",27.94021517,53.41719696,40.4242432,68.34257225
"SCHAR","10m","EVERGREEN SHRUBS",54.25,"47.5","32.93","SCHAR 10m",20.73033408,50.9455578,41.58620889,62.19549497
"SCHAR","10m","GRAMINOIDS",1.69,"4","9.7","SCHAR 10m",2.76516856,3.906608817,2.682387861,5.447556419
"SCHAR","10m","LICHENS",9.29,"1","1.34","SCHAR 10m",0.12463565,0.425386822,0.092802337,0.217437992
"SCHAR","30m","DECIDUOUS SHRUBS",127.83,"95","78.59","SCHAR 30m",104.3388471,183.139591,134.7251932,239.0640395
"SCHAR","30m","EVERGREEN SHRUBS",132.12,"5.01","20.19","SCHAR 30m",32.67130154,84.47952139,68.94648866,101.6177915
"SCHAR","50m","EVERGREEN SHRUBS",63.8,"26.4","29.1","SCHAR 50m",22.33708203,56.16112666,45.18894958,68.09499491
"SCHAR","50m","GRAMINOIDS",0.88,"10","0.56","SCHAR 50m",0,0,0,0
"SCHAR","50m","LICHENS",3.92,"1.01","0.31","SCHAR 50m",0,0,0,0
"SCHAR","70m","DECIDUOUS SHRUBS",66.29,"43","39.57","SCHAR 70m",16.03015228,30.50542152,23.18276394,38.95231767
"SCHAR","70m","EVERGREEN SHRUBS",0,"0","16.89","SCHAR 70m",8.187354526,18.1492947,14.79024397,22.45593472
"SCHAR","70m","GRAMINOIDS",4.07,"5","8.28","SCHAR 70m",3.33936695,3.87892179,2.346681023,5.398625756
"SCHAR","70m","LICHENS",13.39,"2.03","6.7","SCHAR 70m",1.011209516,1.97843655,1.26793663,2.054935965
"SCHAR","90m","GRAMINOIDS",2.26,"5","19.85","SCHAR 90m",2.327948897,2.187071078,1.026102852,3.302765361
"SCHAR","90m","LICHENS",11.22,"10.01","17.38","SCHAR 90m",0.242757482,0.722213845,0.66417011,0.706473797
"SEELA","10m","EVERGREEN SHRUBS",13.577,"40","39.47","SEELA 10m",8.375973054,20.1295469,16.32514883,24.04393473
"SEELA","10m","FORBS",0.084,"0.01","0.67","SEELA 10m",0.071687592,0.133883848,0.100284282,0.167359676
"SEELA","10m","GRAMINOIDS",1.053,"5.01","10.93","SEELA 10m",1.067930187,2.206721147,1.80353351,3.360613786
"SEELA","30m","DECIDUOUS SHRUBS",0.063,"0.01","0.48","SEELA 30m",0.075127304,0.173967496,0,0.213558868
"SEELA","30m","EVERGREEN SHRUBS",16.523,"35","65.02","SEELA 30m",14.1391922,32.34588264,25.91993657,39.47545677
"SEELA","30m","FORBS",0.589,"2","0.38","SEELA 30m",0.043128636,0,0.003830164,0
"SEELA","30m","GRAMINOIDS",0.433,"4","16.96","SEELA 30m",1.792564498,3.541271396,2.703841907,4.733105431
"SEELA","30m","LICHENS",0.285,"0.02","1.73","SEELA 30m",0.339916493,0.614811028,0.218277937,0.590780144
"SEELA","50m","DECIDUOUS SHRUBS",0,"0","1.63","SEELA 50m",0.546137044,1.138164099,0.473548664,1.234462542
"SEELA","50m","EVERGREEN SHRUBS",68.839,"50","40.84","SEELA 50m",16.07860749,36.85140666,29.68344362,45.54070335
"SEELA","50m","GRAMINOIDS",0.09,"2","7.94","SEELA 50m",0.69770446,1.735035507,1.438469017,1.66899971
"SEELA","50m","LICHENS",13.162,"24.02","5.16","SEELA 50m",1.448498635,1.28511154,0.648729931,2.350013854
"SEELA","70m","DECIDUOUS SHRUBS",1.04,"4.01","1.57","SEELA 70m",0.324978838,0.45424808,0.368046848,0.742618715
"SEELA","70m","EVERGREEN SHRUBS",10.039,"20","21.88","SEELA 70m",5.694348247,11.79166535,9.312430243,14.95697151
"SEELA","70m","GRAMINOIDS",2.958,"20","24.79","SEELA 70m",2.246764128,4.188421605,3.224911567,5.631926876
"SEELA","70m","LICHENS",9.606,"25.04","30.49","SEELA 70m",14.70681258,12.65066557,6.055677438,21.14407944
"SEELA","90m","DECIDUOUS SHRUBS",0,"0.01","0.67","SEELA 90m",0.079943324,0.152974799,0.0639013,0.154394411
"SEELA","90m","EVERGREEN SHRUBS",18.217,"27","68.7","SEELA 90m",13.85461211,32.04274826,25.70354182,39.5891857
"SEELA","90m","FORBS",5.284,"9.03","0.45","SEELA 90m",0.081942275,0.141751293,0.112796087,0.217792295
"SEELA","90m","GRAMINOIDS",0.765,"3","5.48","SEELA 90m",0.267555275,0.678306345,0.406608172,0.662993674
"SEELA","90m","LICHENS",1.456,"5.01","0.26","SEELA 90m",0.031865031,0,0.011582595,0
"SHEEPCREEK","10m","DECIDUOUS SHRUBS",0,"10","27.76","SHEEPCREEK 10m",22.38855668,40.65113178,28.37219787,48.46604208
"SHEEPCREEK","10m","EVERGREEN SHRUBS",41.894,"40","31.12","SHEEPCREEK 10m",18.98529274,48.23253271,39.86756228,62.48592903
"SHEEPCREEK","10m","GRAMINOIDS",0.622,"5","23.43","SHEEPCREEK 10m",0.857725496,2.469873551,1.839462089,2.803333993
"SHEEPCREEK","30m","DECIDUOUS SHRUBS",3.387,"23","18.64","SHEEPCREEK 30m",6.919538431,10.01655691,7.351577866,14.29261928
"SHEEPCREEK","30m","EVERGREEN SHRUBS",35.942,"37","30.1","SHEEPCREEK 30m",11.38160962,30.60708958,24.36285672,35.13924864
"SHEEPCREEK","30m","GRAMINOIDS",0.222,"2","11.52","SHEEPCREEK 30m",0.502133498,1.31211446,1.42523009,1.925825294
"SHEEPCREEK","50m","DECIDUOUS SHRUBS",0,"0","0.79","SHEEPCREEK 50m",0.382420065,0.872549124,0.670606179,1.084310224
"SHEEPCREEK","50m","EVERGREEN SHRUBS",30.235,"35","25.77","SHEEPCREEK 50m",7.254362923,18.60560228,15.38896804,22.77770059
"SHEEPCREEK","50m","GRAMINOIDS",3.435,"30","58.08","SHEEPCREEK 50m",2.991283098,8.352749761,6.450128702,9.330453907
"SHEEPCREEK","70m","DECIDUOUS SHRUBS",10.586,"13","0.33","SHEEPCREEK 70m",0.004621927,0.038891873,0.001084719,0
"SHEEPCREEK","70m","EVERGREEN SHRUBS",14.879,"2","1.2","SHEEPCREEK 70m",0.039978176,0.153909112,0.095500059,0.115302809
"SHEEPCREEK","70m","GRAMINOIDS",2.092,"35","71.57","SHEEPCREEK 70m",2.318569457,5.780646372,4.737332292,7.12027456
"SHEEPCREEK","90m","DECIDUOUS SHRUBS",3.125,"8","6.24","SHEEPCREEK 90m",0.800111981,1.416912595,0.981662722,1.703555695
"SHEEPCREEK","90m","EVERGREEN SHRUBS",21.698,"12","1.5","SHEEPCREEK 90m",0.174512116,0.368220709,0.359393568,0.622684406
"SHEEPCREEK","90m","GRAMINOIDS",1.09,"8","46.16","SHEEPCREEK 90m",1.426630803,3.487287385,2.755840238,4.147503415
"SHEEPCREEK","90m","LICHENS",1.482,"3.03","0.71","SHEEPCREEK 90m",0.153241592,0.244786144,0.1742026,0.327444192
"SIXTYMILE","10m","LICHENS",7.44,"9","1.44","SIXTYMILE 10m",3.589660764,0,1.179694533,8.100399733
"SIXTYMILE","50m","GRAMINOIDS",0.59,"2","0.38","SIXTYMILE 50m",0.492064793,0.542459607,0.116726853,0
"SIXTYMILE","50m","LICHENS",73.09,"22","1.1","SIXTYMILE 50m",0.785036534,1.285533309,1.012533292,1.797569796
"SIXTYMILE","70m","FORBS",0,"0","1.43","SIXTYMILE 70m",0.095544514,0.222548695,0.177351175,0.272895691
"SIXTYMILE","70m","GRAMINOIDS",0,"0","0.67","SIXTYMILE 70m",0.146133214,0.305749953,0.237048626,0.650997072
"SIXTYMILE","70m","LICHENS",40.21,"41","3.87","SIXTYMILE 70m",0.528314283,0.903131139,1.222800724,2.920961794
"SIXTYMILE","90m","FORBS",0,"0","1.58","SIXTYMILE 90m",0.805627819,1.262700204,0.720725816,1.194677636
"SIXTYMILE","90m","GRAMINOIDS",0.9,"6","14.8","SIXTYMILE 90m",3.843035224,7.63899863,5.098049982,10.19594157
"SIXTYMILE","90m","LICHENS",32.35,"30","8.69","SIXTYMILE 90m",30.58488054,48.6980515,37.42107221,66.65065964
"SOUTHSTONEBOY","10m","DECIDUOUS SHRUBS",42.938,"15.01","21.53","SOUTHSTONEBOY 10m",13.02018853,27.22076278,23.08769841,34.19009336
"SOUTHSTONEBOY","10m","EVERGREEN SHRUBS",31.165,"34","37.98","SOUTHSTONEBOY 10m",14.37619806,31.34870492,22.77081347,39.33105456
"SOUTHSTONEBOY","10m","FORBS",5.396,"5.01","0.31","SOUTHSTONEBOY 10m",0.043852694,0.091542505,0.07092911,0.114781804
"SOUTHSTONEBOY","10m","GRAMINOIDS",1.345,"2","14.73","SOUTHSTONEBOY 10m",1.322579014,3.972720402,2.79658192,3.693216401
"SOUTHSTONEBOY","10m","LICHENS",13.05,"14.01","2.46","SOUTHSTONEBOY 10m",2.499354611,4.018713281,2.926454924,5.427341223
"SOUTHSTONEBOY","30m","DECIDUOUS SHRUBS",0.066,"0","0.47","SOUTHSTONEBOY 30m",0.095875003,0.193445437,0.152291322,0.410219841
"SOUTHSTONEBOY","30m","EVERGREEN SHRUBS",43.901,"60","25.91","SOUTHSTONEBOY 30m",5.998620162,13.1359207,9.930867292,15.86521351
"SOUTHSTONEBOY","30m","GRAMINOIDS",1.906,"10.01","66.93","SOUTHSTONEBOY 30m",7.167114561,15.58749923,12.44077553,19.95626908
"SOUTHSTONEBOY","30m","LICHENS",4.501,"8","1.93","SOUTHSTONEBOY 30m",1.545984193,1.872599561,1.46215351,2.542547008
"SOUTHSTONEBOY","70m","DECIDUOUS SHRUBS",0,"0.01","9.09","SOUTHSTONEBOY 70m",3.51972197,6.983617273,6.017366425,9.196605343
"SOUTHSTONEBOY","70m","EVERGREEN SHRUBS",47.617,"55","71.59","SOUTHSTONEBOY 70m",23.21083294,48.83908662,37.80866378,61.57711956
"SOUTHSTONEBOY","70m","FORBS",6.394,"4","3.08","SOUTHSTONEBOY 70m",0.431435768,0.787971261,0.656082189,1.090921453
"SOUTHSTONEBOY","70m","GRAMINOIDS",3.112,"16","5.64","SOUTHSTONEBOY 70m",0.479494801,1.193552423,0.512831202,0.829740745
"SOUTHSTONEBOY","90m","DECIDUOUS SHRUBS",0.697,"1","5.43","SOUTHSTONEBOY 90m",2.988547661,6.654868256,5.239779962,8.714966195
"SOUTHSTONEBOY","90m","EVERGREEN SHRUBS",22.614,"38","10.03","SOUTHSTONEBOY 90m",2.923130366,5.949558367,4.927638076,7.986583653
"SOUTHSTONEBOY","90m","GRAMINOIDS",3.69,"20","61.65","SOUTHSTONEBOY 90m",5.56042534,13.01571894,10.27361256,15.23249462
"SOUTHSTONEBOY","90m","LICHENS",10.73,"24.03","2.66","SOUTHSTONEBOY 90m",0.557810175,1.459861288,0.886299355,1.647056626
"SPRINGRIVER","10m","DECIDUOUS SHRUBS",0,"0","7.09","SPRINGRIVER 10m",1.262163744,2.551376512,2.009036819,3.199875813
"SPRINGRIVER","10m","EVERGREEN SHRUBS",39.26,"60","71.18","SPRINGRIVER 10m",10.79199554,25.72843514,20.51091106,31.31354911
"SPRINGRIVER","10m","FORBS",1.983,"15.01","11.04","SPRINGRIVER 10m",1.7833069,2.356781027,1.742050473,3.507448699
"SPRINGRIVER","10m","GRAMINOIDS",1.5,"16","5.85","SPRINGRIVER 10m",0.65844739,1.103982559,0.684587251,1.441159403
"SPRINGRIVER","30m","DECIDUOUS SHRUBS",2.882,"4","1.94","SPRINGRIVER 30m",0.087721051,0.21423399,0.051572435,0.260344217
"SPRINGRIVER","30m","EVERGREEN SHRUBS",18.422,"40","37.17","SPRINGRIVER 30m",5.925005612,14.49141877,11.84727112,17.65307644
"SPRINGRIVER","30m","FORBS",0.9,"3.01","0.98","SPRINGRIVER 30m",0.06238325,0.142509362,0.067595613,0.127893906
"SPRINGRIVER","30m","GRAMINOIDS",0.119,"2","7.43","SPRINGRIVER 30m",0.275224707,0.630374438,0.502570524,0.775945048
"SPRINGRIVER","50m","DECIDUOUS SHRUBS",11.526,"30","13.29","SPRINGRIVER 50m",2.948605565,5.907438285,4.504572311,7.948416629
"SPRINGRIVER","50m","EVERGREEN SHRUBS",13.441,"20","33.33","SPRINGRIVER 50m",7.337438892,16.40466347,13.01787353,19.86561344
"SPRINGRIVER","50m","FORBS",2.622,"28.03","17.03","SPRINGRIVER 50m",3.621852443,5.524818741,3.74354611,7.278529088
"SPRINGRIVER","50m","GRAMINOIDS",0.196,"2","30.01","SPRINGRIVER 50m",2.785785248,6.413590844,5.236410016,8.103525321
"SPRINGRIVER","70m","DECIDUOUS SHRUBS",2.632,"10","8.77","SPRINGRIVER 70m",1.469400166,3.106569312,2.422747989,3.881644846
"SPRINGRIVER","70m","EVERGREEN SHRUBS",11.033,"15","32.09","SPRINGRIVER 70m",3.986813358,9.092221056,7.307832505,11.16229985
"SPRINGRIVER","70m","FORBS",4.686,"40","10.02","SPRINGRIVER 70m",1.021204234,1.153435709,0.742460773,1.802947144
"SPRINGRIVER","70m","GRAMINOIDS",1.908,"15","27.57","SPRINGRIVER 70m",1.931944282,4.244267701,3.222791684,5.264486973
"SPRINGRIVER","90m","DECIDUOUS SHRUBS",0.428,"4","1.9","SPRINGRIVER 90m",0.276735933,0.527994544,0.44787939,0.722148384
"SPRINGRIVER","90m","EVERGREEN SHRUBS",25.624,"60","58.27","SPRINGRIVER 90m",9.352738567,21.8911619,17.5140771,26.91571013
"SPRINGRIVER","90m","FORBS",4.169,"25.01","5.36","SPRINGRIVER 90m",0.400769923,0.628431897,0.394358466,0.770956221
"SPRINGRIVER","90m","GRAMINOIDS",0.434,"1","25.52","SPRINGRIVER 90m",2.806011315,4.426055614,3.969438486,6.786595823
"SPRINGRIVER","90m","LICHENS",3.687,"4","2.84","SPRINGRIVER 90m",2.536334592,5.190684505,3.136980038,5.648221364
"STONE01","10m","FORBS",0,"0","0.31","STONE01 10m",0.011126947,0.03229208,0.008873045,0.041701645
"STONE01","10m","GRAMINOIDS",2.36,"3","6.9","STONE01 10m",0.451274119,1.092619394,0.736142381,1.333131624
"STONE01","10m","LICHENS",7.75,"8","3.85","STONE01 10m",0.644723325,0.492258066,0.264230839,0.811563837
"STONE01","30m","GRAMINOIDS",8.55,"35","14.71","STONE01 30m",0.838927658,2.005236657,1.578097858,2.4156942
"STONE01","30m","LICHENS",0,"0.01","5.18","STONE01 30m",5.497948412,4.540775174,2.298890493,7.236172896
"STONE01","50m","FORBS",0.38,"2","0.94","STONE01 50m",0.341612739,0.105530566,0.062205639,0.294647561
"STONE01","50m","GRAMINOIDS",1.93,"15","16.75","STONE01 50m",1.230099603,2.554367115,1.945861369,2.532648832
"STONE01","50m","LICHENS",2.11,"15","10.55","STONE01 50m",5.28200395,4.874365194,2.316981582,8.449845667
"STONE01","70m","FORBS",0,"1","0.41","STONE01 70m",0.10358363,0.102727231,0.123132509,0.22671614
"STONE01","70m","GRAMINOIDS",2.68,"10","34.82","STONE01 70m",2.757188431,5.755257674,4.02562469,7.883313484
"STONE01","70m","LICHENS",2.24,"17","9.37","STONE01 70m",4.830934759,4.242534995,2.351763512,6.878223647
"STONE01","90m","GRAMINOIDS",6.15,"25","18.35","STONE01 90m",1.077534828,1.532924697,1.092592718,1.99791676
"STONE01","90m","LICHENS",6.6,"6","5.28","STONE01 90m",1.553498849,1.232338114,0.668417305,2.380810892
"STONE02","10m","FORBS",0.09,"2","0.4","STONE02 10m",0.155694194,0.222916164,0.153131746,0.308825932
"STONE02","10m","GRAMINOIDS",4.14,"8","2.21","STONE02 10m",0.137304565,0.655062932,0.517186224,0.809280501
"STONE02","30m","GRAMINOIDS",1.29,"2","7.89","STONE02 30m",0.617626005,1.416711741,0.973095572,1.768552454
"STONE02","50m","DECIDUOUS SHRUBS",15.58,"25","3.21","STONE02 50m",0.653514989,1.465382058,1.156889023,1.877447128
"STONE02","50m","EVERGREEN SHRUBS",0,"0.01","14.74","STONE02 50m",2.041747249,4.618297293,3.592634611,5.613791153
"STONE02","50m","GRAMINOIDS",6.87,"25","33.23","STONE02 50m",1.083452182,2.863500775,2.325906242,3.231238852
"STONE02","70m","GRAMINOIDS",5.39,"15","44.71","STONE02 70m",2.615575325,6.353229674,5.17003065,7.726176235
"STONE02","70m","LICHENS",1.32,"2.01","0.78","STONE02 70m",0.103763305,0.164670486,0.116875337,0.22063864
"STONE02","90m","GRAMINOIDS",4.73,"15","13.77","STONE02 90m",1.801757514,4.126310941,3.075461951,4.868163853
"STONE02","90m","LICHENS",4,"2","0.46","STONE02 90m",0.009904146,0.025315618,0.020605717,0.030509863
"SWEDE","10m","DECIDUOUS SHRUBS",2.101,"25","18.97","SWEDE 10m",10.59312699,14.20176066,10.1674978,19.82373628
"SWEDE","10m","EVERGREEN SHRUBS",55.46,"47","53.13","SWEDE 10m",34.59519422,60.97151317,44.01613995,78.48746859
"SWEDE","10m","FORBS",0.502,"3","3.94","SWEDE 10m",1.231740334,1.230464574,0.797474847,1.862400336
"SWEDE","10m","GRAMINOIDS",1.545,"5","21.43","SWEDE 10m",5.631026023,11.22780434,8.764436054,15.46657835
"SWEDE","10m","LICHENS",18.305,"15.01","1.02","SWEDE 10m",0.70342271,0.570949313,0.233693348,1.044433114
"SWEDE","30m","DECIDUOUS SHRUBS",12.253,"18","2.47","SWEDE 30m",1.029454234,1.315550218,0.818745528,2.096826487
"SWEDE","30m","EVERGREEN SHRUBS",45.867,"33","33.13","SWEDE 30m",17.55777058,28.32481812,20.79705188,38.8778122
"SWEDE","30m","FORBS",1.205,"4","8.99","SWEDE 30m",3.346305216,3.203407876,1.921019138,4.953975925
"SWEDE","30m","GRAMINOIDS",1.6,"2","22.95","SWEDE 30m",5.981318193,9.986959753,6.964043884,12.64477478
"SWEDE","30m","LICHENS",39.756,"42","26.1","SWEDE 30m",21.14648385,13.62774268,5.12232267,26.0109264
"SWEDE","50m","DECIDUOUS SHRUBS",15.494,"11","14.92","SWEDE 50m",8.720557341,11.6206112,7.261498643,15.93248728
"SWEDE","50m","EVERGREEN SHRUBS",54.003,"41","33.08","SWEDE 50m",13.38756582,23.41373734,17.53264682,32.27477102
"SWEDE","50m","FORBS",3.998,"20","29.3","SWEDE 50m",11.44324956,8.611904693,4.181887294,15.38156295
"SWEDE","50m","GRAMINOIDS",3.571,"22","16.37","SWEDE 50m",1.038204959,2.265190015,1.820696263,2.627822032
"SWEDE","50m","LICHENS",0.457,"1","1.45","SWEDE 50m",6.393965871,3.79795178,1.273745919,6.714334524
