site_code,quadrat_num,species_code,cover_percent,PFT_fine,PFT_coarse,site_date,measurement_scale
OBRIAN,0m,CETCUC,1,LICHENS,LICHENS,8/12/2019,0.25
OBRIAN,0m,SPHGLO,0.01,LICHENS,LICHENS,8/12/2019,0.25
OBRIAN,0m,CRUSTOSE,3,LITTER,LITTER,8/12/2019,0.25
OBRIAN,0m,ROCK,10,ROCKS,ROCKS,8/12/2019,0.25
OBRIAN,0m,CAREX,2,SEDGES,GRAMINOIDS,8/12/2019,0.25
OBRIAN,10m,MOSS,1,BRYOPHYTES,BRYOPHYTES,8/12/2019,0.25
OBRIAN,10m,DRYOCT,31,EVERGREEN SHRUBS,SHRUBS,8/12/2019,0.25
OBRIAN,10m,VACVIT,2,EVERGREEN SHRUBS,SHRUBS,8/12/2019,0.25
OBRIAN,10m,SYNBOR,2,FORBS,FORBS,8/12/2019,0.25
OBRIAN,10m,ANTFRI,1,FORBS,FORBS,8/12/2019,0.25
OBRIAN,10m,CAMLAS,0.01,FORBS,FORBS,8/12/2019,0.25
OBRIAN,10m,MINARC,1,FORBS,FORBS,8/12/2019,0.25
OBRIAN,10m,HIEALP,1,GRASSES,GRAMINOIDS,8/12/2019,0.25
OBRIAN,10m,CLARAN,6,LICHENS,LICHENS,8/12/2019,0.25
OBRIAN,10m,CLAMIT,5,LICHENS,LICHENS,8/12/2019,0.25
OBRIAN,10m,CETCUC,2,LICHENS,LICHENS,8/12/2019,0.25
OBRIAN,10m,CETNIV,4,LICHENS,LICHENS,8/12/2019,0.25
OBRIAN,10m,CETLAE,4,LICHENS,LICHENS,8/12/2019,0.25
OBRIAN,10m,CLAUNC,1,LICHENS,LICHENS,8/12/2019,0.25
OBRIAN,10m,BRYDIV,16,LICHENS,LICHENS,8/12/2019,0.25
OBRIAN,10m,ALEOCH,2,LICHENS,LICHENS,8/12/2019,0.25
OBRIAN,10m,ASACHR,4,LICHENS,LICHENS,8/12/2019,0.25
OBRIAN,10m,CLADO,1,LICHENS,LICHENS,8/12/2019,0.25
OBRIAN,10m,ROCK,9,ROCKS,ROCKS,8/12/2019,0.25
OBRIAN,10m,CAREX,7,SEDGES,GRAMINOIDS,8/12/2019,0.25
OBRIAN,20m,MOSS,4,BRYOPHYTES,BRYOPHYTES,8/12/2019,0.25
OBRIAN,20m,DRYOCT,15,EVERGREEN SHRUBS,SHRUBS,8/12/2019,0.25
OBRIAN,20m,ARTFUR,3,FORBS,FORBS,8/12/2019,0.25
OBRIAN,20m,MINUA,3,FORBS,FORBS,8/12/2019,0.25
OBRIAN,20m,OXYNIG,0.01,FORBS,FORBS,8/12/2019,0.25
OBRIAN,20m,HIEALP,1,GRASSES,GRAMINOIDS,8/12/2019,0.25
OBRIAN,20m,STEREO,0.01,LICHENS,LICHENS,8/12/2019,0.25
OBRIAN,20m,ALEOCH,6,LICHENS,LICHENS,8/12/2019,0.25
OBRIAN,20m,BRYDIV,1,LICHENS,LICHENS,8/12/2019,0.25
OBRIAN,20m,ASACHR,1,LICHENS,LICHENS,8/12/2019,0.25
OBRIAN,20m,THAMN,0.01,LICHENS,LICHENS,8/12/2019,0.25
OBRIAN,20m,CLAMIT,1,LICHENS,LICHENS,8/12/2019,0.25
OBRIAN,20m,CETNIV,1,LICHENS,LICHENS,8/12/2019,0.25
OBRIAN,20m,MASRIC,0.01,LICHENS,LICHENS,8/12/2019,0.25
OBRIAN,20m,CETLAE,2,LICHENS,LICHENS,8/12/2019,0.25
OBRIAN,20m,CLADO,1,LICHENS,LICHENS,8/12/2019,0.25
OBRIAN,20m,CETCUC,0.01,LICHENS,LICHENS,8/12/2019,0.25
OBRIAN,20m,SPHGLO,0.01,LICHENS,LICHENS,8/12/2019,0.25
OBRIAN,20m,CRUSTOSE,25,LITTER,LITTER,8/12/2019,0.25
OBRIAN,20m,ROCK,35,ROCKS,ROCKS,8/12/2019,0.25
OBRIAN,30m,BARE,4,BARE GROUND,BARE GROUND,8/12/2019,0.25
OBRIAN,30m,DRYOCT,8,EVERGREEN SHRUBS,SHRUBS,8/12/2019,0.25
OBRIAN,30m,VACVIT,2,EVERGREEN SHRUBS,SHRUBS,8/12/2019,0.25
OBRIAN,30m,LOIPRO,30,EVERGREEN SHRUBS,SHRUBS,8/12/2019,0.25
OBRIAN,30m,DIALAP,1,EVERGREEN SHRUBS,SHRUBS,8/12/2019,0.25
OBRIAN,30m,SYNBOR,0.01,FORBS,FORBS,8/12/2019,0.25
OBRIAN,30m,STEREO,1,LICHENS,LICHENS,8/12/2019,0.25
OBRIAN,30m,CLAMIT,6,LICHENS,LICHENS,8/12/2019,0.25
OBRIAN,30m,CETCUC,1,LICHENS,LICHENS,8/12/2019,0.25
OBRIAN,30m,CETNIV,4,LICHENS,LICHENS,8/12/2019,0.25
OBRIAN,30m,CETLAE,8,LICHENS,LICHENS,8/12/2019,0.25
OBRIAN,30m,ALEOCH,9,LICHENS,LICHENS,8/12/2019,0.25
OBRIAN,30m,THAMN,3,LICHENS,LICHENS,8/12/2019,0.25
OBRIAN,30m,CRUSTOSE,1,LITTER,LITTER,8/12/2019,0.25
OBRIAN,30m,LITTER,2,LITTER,LITTER,8/12/2019,0.25
OBRIAN,30m,ROCK,20,ROCKS,ROCKS,8/12/2019,0.25
OBRIAN,30m,LUZUL,0.01,RUSHES,GRAMINOIDS,8/12/2019,0.25
OBRIAN,40m,MOSS,0.01,BRYOPHYTES,BRYOPHYTES,8/12/2019,0.25
OBRIAN,40m,SALPHL,1,DECIDUOUS SHRUBS,SHRUBS,8/12/2019,0.25
OBRIAN,40m,DRYOCT,50,EVERGREEN SHRUBS,SHRUBS,8/12/2019,0.25
OBRIAN,40m,PODIS,0.01,FORBS,FORBS,8/12/2019,0.25
OBRIAN,40m,ARTALA,1,FORBS,FORBS,8/12/2019,0.25
OBRIAN,40m,HIEALP,2,GRASSES,GRAMINOIDS,8/12/2019,0.25
OBRIAN,40m,STEREO,20,LICHENS,LICHENS,8/12/2019,0.25
OBRIAN,40m,ALEOCH,2,LICHENS,LICHENS,8/12/2019,0.25
OBRIAN,40m,THAMN,1,LICHENS,LICHENS,8/12/2019,0.25
OBRIAN,40m,CLAMIT,7,LICHENS,LICHENS,8/12/2019,0.25
OBRIAN,40m,CETNIV,0.01,LICHENS,LICHENS,8/12/2019,0.25
OBRIAN,40m,MASRIC,1,LICHENS,LICHENS,8/12/2019,0.25
OBRIAN,40m,CETLAE,10,LICHENS,LICHENS,8/12/2019,0.25
OBRIAN,40m,CLADO,2,LICHENS,LICHENS,8/12/2019,0.25
OBRIAN,40m,CETCUC,0.01,LICHENS,LICHENS,8/12/2019,0.25
OBRIAN,40m,SPHGLO,0.01,LICHENS,LICHENS,8/12/2019,0.25
OBRIAN,40m,LITTER,2,LITTER,LITTER,8/12/2019,0.25
OBRIAN,40m,ROCK,0.01,ROCKS,ROCKS,8/12/2019,0.25
OBRIAN,40m,CAREX,1,SEDGES,GRAMINOIDS,8/12/2019,0.25
OBRIAN,50m,MOSS,9,BRYOPHYTES,BRYOPHYTES,8/12/2019,0.25
OBRIAN,50m,LYCOP,2,CLUBMOSSES,FORBS,8/12/2019,0.25
OBRIAN,50m,SALPHL,2,DECIDUOUS SHRUBS,SHRUBS,8/12/2019,0.25
OBRIAN,50m,VACVIT,2,EVERGREEN SHRUBS,SHRUBS,8/12/2019,0.25
OBRIAN,50m,CAMLAS,0.01,FORBS,FORBS,8/12/2019,0.25
OBRIAN,50m,ARTARC,3,FORBS,FORBS,8/12/2019,0.25
OBRIAN,50m,HIEALP,2,GRASSES,GRAMINOIDS,8/12/2019,0.25
OBRIAN,50m,CLAMIT,6,LICHENS,LICHENS,8/12/2019,0.25
OBRIAN,50m,CETCUC,4,LICHENS,LICHENS,8/12/2019,0.25
OBRIAN,50m,CETNIV,2,LICHENS,LICHENS,8/12/2019,0.25
OBRIAN,50m,CETLAE,4,LICHENS,LICHENS,8/12/2019,0.25
OBRIAN,50m,BRYDIV,1,LICHENS,LICHENS,8/12/2019,0.25
OBRIAN,50m,THAMN,0.01,LICHENS,LICHENS,8/12/2019,0.25
OBRIAN,50m,CRUSTOSE,0.01,LITTER,LITTER,8/12/2019,0.25
OBRIAN,50m,ROCK,53,ROCKS,ROCKS,8/12/2019,0.25
OBRIAN,50m,CAREX,9,SEDGES,GRAMINOIDS,8/12/2019,0.25
OBRIAN,60m,MOSS,2,BRYOPHYTES,BRYOPHYTES,8/12/2019,0.25
OBRIAN,60m,DRYOCT,0.01,EVERGREEN SHRUBS,SHRUBS,8/12/2019,0.25
OBRIAN,60m,CASTET,1,EVERGREEN SHRUBS,SHRUBS,8/12/2019,0.25
OBRIAN,60m,PODIS,0.01,FORBS,FORBS,8/12/2019,0.25
OBRIAN,60m,ARTALA,0.01,FORBS,FORBS,8/12/2019,0.25
OBRIAN,60m,HIEALP,3,GRASSES,GRAMINOIDS,8/12/2019,0.25
OBRIAN,60m,CLASTY,2,LICHENS,LICHENS,8/12/2019,0.25
OBRIAN,60m,CLARAN,23,LICHENS,LICHENS,8/12/2019,0.25
OBRIAN,60m,DACARC,1,LICHENS,LICHENS,8/12/2019,0.25
OBRIAN,60m,THAMN,0.01,LICHENS,LICHENS,8/12/2019,0.25
OBRIAN,60m,CLAMIT,23,LICHENS,LICHENS,8/12/2019,0.25
OBRIAN,60m,CETNIV,0.01,LICHENS,LICHENS,8/12/2019,0.25
OBRIAN,60m,MASRIC,10,LICHENS,LICHENS,8/12/2019,0.25
OBRIAN,60m,CETLAE,12,LICHENS,LICHENS,8/12/2019,0.25
OBRIAN,60m,CLADO,5,LICHENS,LICHENS,8/12/2019,0.25
OBRIAN,60m,CRUSTOSE,4,LITTER,LITTER,8/12/2019,0.25
OBRIAN,60m,LITTER,4,LITTER,LITTER,8/12/2019,0.25
OBRIAN,60m,ROCK,6,ROCKS,ROCKS,8/12/2019,0.25
OBRIAN,60m,CAREX,4,SEDGES,GRAMINOIDS,8/12/2019,0.25
OBRIAN,70m,SALARC,1,DECIDUOUS SHRUBS,SHRUBS,8/12/2019,0.25
OBRIAN,70m,VACULI,33,DECIDUOUS SHRUBS,SHRUBS,8/12/2019,0.25
OBRIAN,70m,DRYOCT,9,EVERGREEN SHRUBS,SHRUBS,8/12/2019,0.25
OBRIAN,70m,ARTARC,9,FORBS,FORBS,8/12/2019,0.25
OBRIAN,70m,ANENAR,1,FORBS,FORBS,8/12/2019,0.25
OBRIAN,70m,PARNUD,0.01,FORBS,FORBS,8/12/2019,0.25
OBRIAN,70m,PEDIC,0.01,FORBS,FORBS,8/12/2019,0.25
OBRIAN,70m,FESALT,15,GRASSES,GRAMINOIDS,8/12/2019,0.25
OBRIAN,70m,MASRIC,1,LICHENS,LICHENS,8/12/2019,0.25
OBRIAN,70m,CLARAN,2,LICHENS,LICHENS,8/12/2019,0.25
OBRIAN,70m,CLAMIT,12,LICHENS,LICHENS,8/12/2019,0.25
OBRIAN,70m,CETCUC,3,LICHENS,LICHENS,8/12/2019,0.25
OBRIAN,70m,THAMN,1,LICHENS,LICHENS,8/12/2019,0.25
OBRIAN,70m,LITTER,8,LITTER,LITTER,8/12/2019,0.25
OBRIAN,70m,CAREX,5,SEDGES,GRAMINOIDS,8/12/2019,0.25
OBRIAN,80m,MOSS,0.01,BRYOPHYTES,BRYOPHYTES,8/12/2019,0.25
OBRIAN,80m,SALPHL,1,DECIDUOUS SHRUBS,SHRUBS,8/12/2019,0.25
OBRIAN,80m,ARCALP,40,DECIDUOUS SHRUBS,SHRUBS,8/12/2019,0.25
OBRIAN,80m,SYNBOR,1,FORBS,FORBS,8/12/2019,0.25
OBRIAN,80m,HIEALP,8,GRASSES,GRAMINOIDS,8/12/2019,0.25
OBRIAN,80m,CLARAN,10,LICHENS,LICHENS,8/12/2019,0.25
OBRIAN,80m,STEREO,12,LICHENS,LICHENS,8/12/2019,0.25
OBRIAN,80m,BRYDIV,1,LICHENS,LICHENS,8/12/2019,0.25
OBRIAN,80m,ASACHR,0.01,LICHENS,LICHENS,8/12/2019,0.25
OBRIAN,80m,THAMN,1,LICHENS,LICHENS,8/12/2019,0.25
OBRIAN,80m,CLAMIT,13,LICHENS,LICHENS,8/12/2019,0.25
OBRIAN,80m,MASRIC,0.01,LICHENS,LICHENS,8/12/2019,0.25
OBRIAN,80m,CETLAE,6,LICHENS,LICHENS,8/12/2019,0.25
OBRIAN,80m,CLADO,1,LICHENS,LICHENS,8/12/2019,0.25
OBRIAN,80m,CETCUC,4,LICHENS,LICHENS,8/12/2019,0.25
OBRIAN,80m,SPHGLO,0.01,LICHENS,LICHENS,8/12/2019,0.25
OBRIAN,80m,LITTER,1,LITTER,LITTER,8/12/2019,0.25
OBRIAN,80m,ROCK,0.01,ROCKS,ROCKS,8/12/2019,0.25
OBRIAN,80m,LUZUL,1,RUSHES,GRAMINOIDS,8/12/2019,0.25
OBRIAN,80m,CAREX,1,SEDGES,GRAMINOIDS,8/12/2019,0.25
OBRIAN,90m,MOSS,7,BRYOPHYTES,BRYOPHYTES,8/12/2019,0.25
OBRIAN,90m,SALPHL,14,DECIDUOUS SHRUBS,SHRUBS,8/12/2019,0.25
OBRIAN,90m,DRYOCT,13,EVERGREEN SHRUBS,SHRUBS,8/12/2019,0.25
OBRIAN,90m,PEDIC,2,FORBS,FORBS,8/12/2019,0.25
OBRIAN,90m,HIEALP,5,GRASSES,GRAMINOIDS,8/12/2019,0.25
OBRIAN,90m,POA,2,GRASSES,GRAMINOIDS,8/12/2019,0.25
OBRIAN,90m,STEREO,3,LICHENS,LICHENS,8/12/2019,0.25
OBRIAN,90m,CLAMIT,10,LICHENS,LICHENS,8/12/2019,0.25
OBRIAN,90m,CETNIV,6,LICHENS,LICHENS,8/12/2019,0.25
OBRIAN,90m,CLAUNC,2,LICHENS,LICHENS,8/12/2019,0.25
OBRIAN,90m,CLADO,6,LICHENS,LICHENS,8/12/2019,0.25
OBRIAN,90m,THAMN,3,LICHENS,LICHENS,8/12/2019,0.25
OBRIAN,90m,LITTER,7,LITTER,LITTER,8/12/2019,0.25
OBRIAN,90m,ROCK,4,ROCKS,ROCKS,8/12/2019,0.25
OBRIAN,90m,CAREX,18,SEDGES,GRAMINOIDS,8/12/2019,0.25
OGILVIE,0m,MOSS,5,BRYOPHYTES,BRYOPHYTES,7/6/2019,0.25
OGILVIE,0m,BETNAN,0.01,DECIDUOUS SHRUBS,SHRUBS,7/6/2019,0.25
OGILVIE,0m,SALPUL,8,DECIDUOUS SHRUBS,SHRUBS,7/6/2019,0.25
OGILVIE,0m,ARCRUB,5,DECIDUOUS SHRUBS,SHRUBS,7/6/2019,0.25
OGILVIE,0m,LEDDEC,25,EVERGREEN SHRUBS,SHRUBS,7/6/2019,0.25
OGILVIE,0m,VACVIT,3,EVERGREEN SHRUBS,SHRUBS,7/6/2019,0.25
OGILVIE,0m,EMPNIG,5,EVERGREEN SHRUBS,SHRUBS,7/6/2019,0.25
OGILVIE,0m,VACOXY,0.01,EVERGREEN SHRUBS,SHRUBS,7/6/2019,0.25
OGILVIE,0m,RUBCHA,40,FORBS,FORBS,7/6/2019,0.25
OGILVIE,0m,PETFRI,0.01,FORBS,FORBS,7/6/2019,0.25
OGILVIE,0m,CLASTE,1,LICHENS,LICHENS,7/6/2019,0.25
OGILVIE,0m,CLASTY,0.01,LICHENS,LICHENS,7/6/2019,0.25
OGILVIE,0m,PELTI,0.01,LICHENS,LICHENS,7/6/2019,0.25
OGILVIE,0m,LITTER,8,LITTER,LITTER,7/6/2019,0.25
OGILVIE,0m,CAREX,0.01,SEDGES,GRAMINOIDS,7/6/2019,0.25
OGILVIE,10m,BETNAN,30,DECIDUOUS SHRUBS,SHRUBS,7/6/2019,0.25
OGILVIE,10m,ARCTO,3,DECIDUOUS SHRUBS,SHRUBS,7/6/2019,0.25
OGILVIE,10m,LEDDEC,20,EVERGREEN SHRUBS,SHRUBS,7/6/2019,0.25
OGILVIE,10m,EMPNIG,5,EVERGREEN SHRUBS,SHRUBS,7/6/2019,0.25
OGILVIE,10m,VACVIT,5,EVERGREEN SHRUBS,SHRUBS,7/6/2019,0.25
OGILVIE,10m,RUBCHA,10,FORBS,FORBS,7/6/2019,0.25
OGILVIE,10m,PETFRI,2,FORBS,FORBS,7/6/2019,0.25
OGILVIE,10m,PELAPH,2,LICHENS,LICHENS,7/6/2019,0.25
OGILVIE,10m,CETCUC,6,LICHENS,LICHENS,7/6/2019,0.25
OGILVIE,10m,CLASTY,15,LICHENS,LICHENS,7/6/2019,0.25
OGILVIE,10m,STEREO,2,LICHENS,LICHENS,7/6/2019,0.25
OGILVIE,10m,LITTER,0.01,LITTER,LITTER,7/6/2019,0.25
OGILVIE,10m,CAREX,0.01,SEDGES,GRAMINOIDS,7/6/2019,0.25
OGILVIE,20m,MOSS,1,BRYOPHYTES,BRYOPHYTES,7/6/2019,0.25
OGILVIE,20m,BETNAN,32,DECIDUOUS SHRUBS,SHRUBS,7/6/2019,0.25
OGILVIE,20m,ARCRUB,2,DECIDUOUS SHRUBS,SHRUBS,7/6/2019,0.25
OGILVIE,20m,LEDDEC,31,EVERGREEN SHRUBS,SHRUBS,7/6/2019,0.25
OGILVIE,20m,VACVIT,0.01,EVERGREEN SHRUBS,SHRUBS,7/6/2019,0.25
OGILVIE,20m,RUBCHA,29,FORBS,FORBS,7/6/2019,0.25
OGILVIE,20m,PETFRI,1,FORBS,FORBS,7/6/2019,0.25
OGILVIE,20m,PEDIC,0.01,FORBS,FORBS,7/6/2019,0.25
OGILVIE,20m,CLASTE,0.01,LICHENS,LICHENS,7/6/2019,0.25
OGILVIE,20m,CLASTY,0.01,LICHENS,LICHENS,7/6/2019,0.25
OGILVIE,20m,CETCUC,0.01,LICHENS,LICHENS,7/6/2019,0.25
OGILVIE,20m,PELAPH,0.01,LICHENS,LICHENS,7/6/2019,0.25
OGILVIE,20m,LITTER,1,LITTER,LITTER,7/6/2019,0.25
OGILVIE,20m,CAREX,0.01,SEDGES,GRAMINOIDS,7/6/2019,0.25
OGILVIE,20m,ERIOP,0.01,SEDGES,GRAMINOIDS,7/6/2019,0.25
OGILVIE,30m,BETNAN,12,DECIDUOUS SHRUBS,SHRUBS,7/6/2019,0.25
OGILVIE,30m,ARCTO,0.01,DECIDUOUS SHRUBS,SHRUBS,7/6/2019,0.25
OGILVIE,30m,LEDDEC,40,EVERGREEN SHRUBS,SHRUBS,7/6/2019,0.25
OGILVIE,30m,VACVIT,30,EVERGREEN SHRUBS,SHRUBS,7/6/2019,0.25
OGILVIE,30m,RUBCHA,10,FORBS,FORBS,7/6/2019,0.25
OGILVIE,30m,PETFRI,2,FORBS,FORBS,7/6/2019,0.25
OGILVIE,30m,PELAPH,0.01,LICHENS,LICHENS,7/6/2019,0.25
OGILVIE,30m,LITTER,0.01,LITTER,LITTER,7/6/2019,0.25
OGILVIE,30m,CAREX,0.01,SEDGES,GRAMINOIDS,7/6/2019,0.25
OGILVIE,40m,MOSS,4,BRYOPHYTES,BRYOPHYTES,7/6/2019,0.25
OGILVIE,40m,BETNAN,0.01,DECIDUOUS SHRUBS,SHRUBS,7/6/2019,0.25
OGILVIE,40m,SALPUL,22,DECIDUOUS SHRUBS,SHRUBS,7/6/2019,0.25
OGILVIE,40m,ARCRUB,1,DECIDUOUS SHRUBS,SHRUBS,7/6/2019,0.25
OGILVIE,40m,VACULI,1,DECIDUOUS SHRUBS,SHRUBS,7/6/2019,0.25
OGILVIE,40m,LEDDEC,6,EVERGREEN SHRUBS,SHRUBS,7/6/2019,0.25
OGILVIE,40m,VACVIT,25,EVERGREEN SHRUBS,SHRUBS,7/6/2019,0.25
OGILVIE,40m,EMPNIG,1,EVERGREEN SHRUBS,SHRUBS,7/6/2019,0.25
OGILVIE,40m,ANDPOL,0.01,EVERGREEN SHRUBS,SHRUBS,7/6/2019,0.25
OGILVIE,40m,RUBCHA,8,FORBS,FORBS,7/6/2019,0.25
OGILVIE,40m,PETFRI,10,FORBS,FORBS,7/6/2019,0.25
OGILVIE,40m,CALAM,0.01,GRASSES,GRAMINOIDS,7/6/2019,0.25
OGILVIE,40m,PELAPH,0.01,LICHENS,LICHENS,7/6/2019,0.25
OGILVIE,40m,LITTER,2,LITTER,LITTER,7/6/2019,0.25
OGILVIE,40m,MUSHROOM,0.01,MUSHROOM,MUSHROOM,7/6/2019,0.25
OGILVIE,40m,CAREX,0.01,SEDGES,GRAMINOIDS,7/6/2019,0.25
OGILVIE,40m,PICMAR,8,TREES,TREES,7/6/2019,0.25
OGILVIE,50m,ARCTO,2,DECIDUOUS SHRUBS,SHRUBS,7/6/2019,0.25
OGILVIE,50m,SALPUL,1,DECIDUOUS SHRUBS,SHRUBS,7/6/2019,0.25
OGILVIE,50m,LEDDEC,30,EVERGREEN SHRUBS,SHRUBS,7/6/2019,0.25
OGILVIE,50m,EMPNIG,9,EVERGREEN SHRUBS,SHRUBS,7/6/2019,0.25
OGILVIE,50m,VACVIT,30,EVERGREEN SHRUBS,SHRUBS,7/6/2019,0.25
OGILVIE,50m,RUBCHA,5,FORBS,FORBS,7/6/2019,0.25
OGILVIE,50m,PETFRI,4,FORBS,FORBS,7/6/2019,0.25
OGILVIE,50m,PELAPH,1,LICHENS,LICHENS,7/6/2019,0.25
OGILVIE,50m,CETCUC,2,LICHENS,LICHENS,7/6/2019,0.25
OGILVIE,50m,CLASTY,6,LICHENS,LICHENS,7/6/2019,0.25
OGILVIE,50m,CLAMIT,6,LICHENS,LICHENS,7/6/2019,0.25
OGILVIE,50m,LITTER,4,LITTER,LITTER,7/6/2019,0.25
OGILVIE,50m,CAREX,0.01,SEDGES,GRAMINOIDS,7/6/2019,0.25
OGILVIE,60m,MOSS,10,BRYOPHYTES,BRYOPHYTES,7/6/2019,0.25
OGILVIE,60m,VACULI,1,DECIDUOUS SHRUBS,SHRUBS,7/6/2019,0.25
OGILVIE,60m,LEDDEC,3,EVERGREEN SHRUBS,SHRUBS,7/6/2019,0.25
OGILVIE,60m,VACVIT,6,EVERGREEN SHRUBS,SHRUBS,7/6/2019,0.25
OGILVIE,60m,EMPNIG,1,EVERGREEN SHRUBS,SHRUBS,7/6/2019,0.25
OGILVIE,60m,CASTET,2,EVERGREEN SHRUBS,SHRUBS,7/6/2019,0.25
OGILVIE,60m,RUBCHA,5,FORBS,FORBS,7/6/2019,0.25
OGILVIE,60m,PETFRI,2,FORBS,FORBS,7/6/2019,0.25
OGILVIE,60m,CLASTE,1,LICHENS,LICHENS,7/6/2019,0.25
OGILVIE,60m,CLASTY,42,LICHENS,LICHENS,7/6/2019,0.25
OGILVIE,60m,CETCUC,12,LICHENS,LICHENS,7/6/2019,0.25
OGILVIE,60m,PELAPH,6,LICHENS,LICHENS,7/6/2019,0.25
OGILVIE,60m,STEREO,4,LICHENS,LICHENS,7/6/2019,0.25
OGILVIE,60m,CLADO,1,LICHENS,LICHENS,7/6/2019,0.25
OGILVIE,60m,CETISL,0.01,LICHENS,LICHENS,7/6/2019,0.25
OGILVIE,60m,LITTER,2,LITTER,LITTER,7/6/2019,0.25
OGILVIE,60m,CAREX,0.01,SEDGES,GRAMINOIDS,7/6/2019,0.25
OGILVIE,60m,PICMAR,2,TREES,TREES,7/6/2019,0.25
OGILVIE,70m,MOSS,4,BRYOPHYTES,BRYOPHYTES,7/6/2019,0.25
OGILVIE,70m,BETNAN,8,DECIDUOUS SHRUBS,SHRUBS,7/6/2019,0.25
OGILVIE,70m,LEDDEC,8,EVERGREEN SHRUBS,SHRUBS,7/6/2019,0.25
OGILVIE,70m,VACVIT,4,EVERGREEN SHRUBS,SHRUBS,7/6/2019,0.25
OGILVIE,70m,RUBCHA,8,FORBS,FORBS,7/6/2019,0.25
OGILVIE,70m,CETCUC,5,LICHENS,LICHENS,7/6/2019,0.25
OGILVIE,70m,CLASTY,33,LICHENS,LICHENS,7/6/2019,0.25
OGILVIE,70m,CLAMIT,30,LICHENS,LICHENS,7/6/2019,0.25
OGILVIE,70m,LITTER,0.01,LITTER,LITTER,7/6/2019,0.25
OGILVIE,70m,CAREX,0.01,SEDGES,GRAMINOIDS,7/6/2019,0.25
OGILVIE,80m,MOSS,35,BRYOPHYTES,BRYOPHYTES,7/6/2019,0.25
OGILVIE,80m,BETNAN,5,DECIDUOUS SHRUBS,SHRUBS,7/6/2019,0.25
OGILVIE,80m,ARCRUB,0.01,DECIDUOUS SHRUBS,SHRUBS,7/6/2019,0.25
OGILVIE,80m,VACULI,3,DECIDUOUS SHRUBS,SHRUBS,7/6/2019,0.25
OGILVIE,80m,LEDDEC,7,EVERGREEN SHRUBS,SHRUBS,7/6/2019,0.25
OGILVIE,80m,VACVIT,8,EVERGREEN SHRUBS,SHRUBS,7/6/2019,0.25
OGILVIE,80m,EMPNIG,8,EVERGREEN SHRUBS,SHRUBS,7/6/2019,0.25
OGILVIE,80m,RUBCHA,5,FORBS,FORBS,7/6/2019,0.25
OGILVIE,80m,PETFRI,0.01,FORBS,FORBS,7/6/2019,0.25
OGILVIE,80m,CLASTE,4,LICHENS,LICHENS,7/6/2019,0.25
OGILVIE,80m,CLASTY,9,LICHENS,LICHENS,7/6/2019,0.25
OGILVIE,80m,PELTI,5,LICHENS,LICHENS,7/6/2019,0.25
OGILVIE,80m,CETCUC,5,LICHENS,LICHENS,7/6/2019,0.25
OGILVIE,80m,CETISL,2,LICHENS,LICHENS,7/6/2019,0.25
OGILVIE,80m,LITTER,4,LITTER,LITTER,7/6/2019,0.25
OGILVIE,80m,CAREX,0.01,SEDGES,GRAMINOIDS,7/6/2019,0.25
OGILVIE,80m,ERIOP,0.01,SEDGES,GRAMINOIDS,7/6/2019,0.25
OGILVIE,90m,MOSS,20,BRYOPHYTES,BRYOPHYTES,7/6/2019,0.25
OGILVIE,90m,BETNAN,6,DECIDUOUS SHRUBS,SHRUBS,7/6/2019,0.25
OGILVIE,90m,ARCTO,14,DECIDUOUS SHRUBS,SHRUBS,7/6/2019,0.25
OGILVIE,90m,LEDDEC,16,EVERGREEN SHRUBS,SHRUBS,7/6/2019,0.25
OGILVIE,90m,EMPNIG,2,EVERGREEN SHRUBS,SHRUBS,7/6/2019,0.25
OGILVIE,90m,VACVIT,16,EVERGREEN SHRUBS,SHRUBS,7/6/2019,0.25
OGILVIE,90m,RUBCHA,17,FORBS,FORBS,7/6/2019,0.25
OGILVIE,90m,PELAPH,2,LICHENS,LICHENS,7/6/2019,0.25
OGILVIE,90m,MASRIC,4,LICHENS,LICHENS,7/6/2019,0.25
OGILVIE,90m,LITTER,0.01,LITTER,LITTER,7/6/2019,0.25
OGILVIE,90m,PICMAR,3,TREES,TREES,7/6/2019,0.25
PAGE,0m,MOSS,28,BRYOPHYTES,BRYOPHYTES,7/13/2019,0.25
PAGE,0m,SALRET,6,DECIDUOUS SHRUBS,SHRUBS,7/13/2019,0.25
PAGE,0m,VACULI,4,DECIDUOUS SHRUBS,SHRUBS,7/13/2019,0.25
PAGE,0m,CASTET,32,EVERGREEN SHRUBS,SHRUBS,7/13/2019,0.25
PAGE,0m,DRYOCT,6,EVERGREEN SHRUBS,SHRUBS,7/13/2019,0.25
PAGE,0m,PETFRI,2,FORBS,FORBS,7/13/2019,0.25
PAGE,0m,LAGGLA,1,FORBS,FORBS,7/13/2019,0.25
PAGE,0m,POLBIS,1,FORBS,FORBS,7/13/2019,0.25
PAGE,0m,EQUIS,0.01,HORSETAILS,FORBS,7/13/2019,0.25
PAGE,0m,THAMN,1,LICHENS,LICHENS,7/13/2019,0.25
PAGE,0m,DACARC,1,LICHENS,LICHENS,7/13/2019,0.25
PAGE,0m,CLASTY,0.01,LICHENS,LICHENS,7/13/2019,0.25
PAGE,0m,CLASTE,0.01,LICHENS,LICHENS,7/13/2019,0.25
